datetime,USGSData.percentile,USGSData.huc_cd,USGSData.flow,USGSData.stage,USGSData.url,USGSData.station_nm,Event.EventTime,Event.Container,Event.Path,Event.Label,Event.Latitude,Event.Longitude,
08Jul19 14:45:00,75.42,04030112,139,4.29,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04057510,STURGEON RIVER NEAR NAHMA JUNCTION  MI,07-08-2019 14:45:00,HTTPSources,MI04057510,USGSData,45.943,-86.7056999,
08Jul19 14:45:00,54.08,04030110,505,1.66,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04059000,ESCANABA RIVER AT CORNELL  MI,07-08-2019 14:45:00,HTTPSources,MI04059000,USGSData,45.9089,-87.2135,
08Jul19 14:45:00,92.85,04050001,53.8,2.72,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04096515,SOUTH BRANCH HOG CREEK NEAR ALLEN  MI,07-08-2019 14:45:00,HTTPSources,MI04096515,USGSData,41.9487,-84.8276999,
08Jul19 14:45:00,0,04050003,0,6.33,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04097188,AUSTIN LAKE NEAR KALAMAZOO  MI,07-08-2019 14:45:00,HTTPSources,MI04097188,USGSData,42.1909,-85.5508,
08Jul19 14:45:00,66.19,04050003,339,4.46,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04103500,KALAMAZOO RIVER AT MARSHALL  MI,07-08-2019 14:45:00,HTTPSources,MI04103500,USGSData,42.2648,-84.9639,
08Jul19 14:45:00,84.79,04050003,755,3.53,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04105500,KALAMAZOO RIVER NEAR BATTLE CREEK  MI,07-08-2019 14:45:00,HTTPSources,MI04105500,USGSData,42.3239,-85.1975,
08Jul19 14:45:00,98.33,04050003,21.4,2.78,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04106400,WEST FORK PORTAGE CREEK AT KALAMAZOO  MI,07-08-2019 14:45:00,HTTPSources,MI04106400,USGSData,42.2445,-85.6144,
08Jul19 14:45:00,85.68,04050003,66.9,2.56,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04106500,PORTAGE CREEK AT KALAMAZOO  MI,07-08-2019 14:45:00,HTTPSources,MI04106500,USGSData,42.2742,-85.5764,
08Jul19 14:45:00,81.54,04050004,2.38,1.96,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04112000,SLOAN CREEK NEAR WILLIAMSTON  MI,07-08-2019 14:45:00,HTTPSources,MI04112000,USGSData,42.6759,-84.3639,
08Jul19 14:45:00,87.94,04050004,258,4.16,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04114498,LOOKING GLASS RIVER NEAR EAGLE  MI,07-08-2019 14:45:00,HTTPSources,MI04114498,USGSData,42.8281,-84.7594,
08Jul19 14:45:00,90.87,04050006,2640,11.31,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04116000,GRAND RIVER AT IONIA  MI,07-08-2019 14:45:00,HTTPSources,MI04116000,USGSData,42.972,-85.0692,
08Jul19 14:45:00,65.27,04050007,417,4.26,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04118000,THORNAPPLE RIVER NEAR CALEDONIA  MI,07-08-2019 14:45:00,HTTPSources,MI04118000,USGSData,42.8111,-85.4834,
08Jul19 14:45:00,0,04050006,0,7.71,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04119070,GRAND RIVER AT STATE HWY M-11 AT GRANDVILLE  MI,07-08-2019 14:45:00,HTTPSources,MI04119070,USGSData,42.9153,-85.7673,
