Sampling Time,Station Name,Link,Percentile,Stage (ft),HU Code,Flow (cfs),Path,Latitude,Longitude
7/8/2019 15:30,West Branch Lackawaxen River near Aldenville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01428750,71.76,0.85,2040103,27.6,PA01428750,41.6745,-75.376
7/8/2019 15:30,Prompton Reservoir at Prompton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01428900,0,1124.82,2040103,0,PA01428900,41.5884,-75.3271
7/8/2019 15:30,West Branch Lackawaxen River at Prompton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01429000,75.19,1.2,2040103,49.5,PA01429000,41.5873,-75.3268
7/8/2019 15:30,General Edgar Jadwin Reservoir near Honesdale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01429400,0,989.38,2040103,0,PA01429400,41.6123,-75.2649
7/8/2019 15:30,Dyberry Creek near Honesdale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01429500,77.85,2.07,2040103,53.1,PA01429500,41.6073,-75.2671
7/8/2019 15:30,Lackawaxen River near Honesdale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01430000,84.89,1.54,2040103,189,PA01430000,41.562,-75.248
7/8/2019 15:30,Pocono Creek ab Wigwam Run near Stroudsburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01441495,92.86,9.51,2040104,138,PA01441495,40.9909,-75.2552
7/8/2019 15:30,Tunkhannock Creek near Long Pond  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01447680,91.38,1.76,2040106,71,PA01447680,41.0653,-75.5214
7/8/2019 15:30,Lehigh R bl Francis E Walter Res nr White Haven PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01447800,59.46,3.53,2040106,295,PA01447800,41.1048,-75.7321
7/8/2019 15:30,Lehigh River at Lehighton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01449000,85.81,3.77,2040106,1400,PA01449000,40.8293,-75.7052
7/8/2019 15:30,Pohopoco Creek at Kresgeville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01449360,88.12,3.96,2040106,143,PA01449360,40.8976,-75.5024
7/8/2019 15:30,Beltzville Lake near Parryville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01449790,0,628.19,2040106,0,PA01449790,40.8489999,-75.6382
7/8/2019 15:30,Pohopoco Cr bl Beltzville Dam nr Parryville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01449800,76.05,3.08,2040106,139,PA01449800,40.8456,-75.6457
7/8/2019 15:30,Aquashicola Creek at Palmerton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01450500,89.3,1.16,2040106,157,PA01450500,40.8061999,-75.598
7/8/2019 15:30,Lehigh River at Walnutport  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01451000,83.21,3.18,2040106,1760,PA01451000,40.757,-75.603
7/8/2019 15:30,Little Lehigh Creek near Allentown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01451500,95.52,1.3,2040106,233,PA01451500,40.5822999,-75.483
7/8/2019 15:30,Lehigh River at Bethlehem  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01453000,85.96,2.57,2040106,2720,PA01453000,40.6154,-75.3788
7/8/2019 15:30,Neshaminy Creek near Penns Park  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01465200,0,5.86,2040201,306,PA01465200,40.2518,-75.0087
7/8/2019 15:30,Poquessing Creek at Grant Ave. at Philadelphia  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01465798,86.46,3.31,2040202,42,PA01465798,40.0571,-74.9852
7/8/2019 15:30,Schuylkill River at Landingville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01468500,84.95,3.56,2040203,297,PA01468500,40.6293,-76.1247
7/8/2019 15:30,Tulpehocken Cr at Blue Marsh Damsite near Reading,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01470960,97.56,7.4,2040203,3080,PA01470960,40.3706,-76.0252
7/8/2019 15:30,French Creek near Phoenixville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01472157,76.06,4.77,2040203,60.1,PA01472157,40.1515,-75.6013
7/8/2019 15:30,Valley Creek at PA Turnpike Br near Valley Forge,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01473169,90.82,3.66,2040203,53.4,PA01473169,40.0793,-75.4607
7/8/2019 15:30,Schuylkill River at Norristown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01473500,78.34,8.63,2040203,3000,PA01473500,40.1111999,-75.3468
7/8/2019 15:30,Schuylkill River at Manayunk  Philadelphia  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01473800,0,12.53,2040203,0,PA01473800,40.0282,-75.2282
7/8/2019 15:30,Wissahickon Creek at Fort Washington  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01473900,90.12,2.57,2040203,64.7,PA01473900,40.124,-75.2199
7/8/2019 15:30,Schuylkill River near 30th St at Philadelphia  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01474501,0,-2.1,2040203,0,PA01474501,39.9566,-75.1803
7/8/2019 15:30,Cobbs Cr at U.S. Hghwy No. 1 at Philadelphia  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01475530,85.13,3.08,2040202,7.61,PA01475530,39.9748,-75.2799
7/8/2019 15:30,Ridley Creek at Media  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01476480,92.43,3.8,2040202,92.9,PA01476480,39.9162,-75.4033
7/8/2019 15:30,East Branch White Clay Creek at Avondale  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01478120,84.9,2.19,2040205,17.4,PA01478120,39.8284,-75.7808
7/8/2019 15:30,White Clay Creek near Strickersville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01478245,73.37,3.41,2040205,68.9,PA01478245,39.7475,-75.7708
7/8/2019 15:30,West Branch Brandywine Creek at Modena  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01480617,76.55,3.24,2040205,64.2,PA01480617,39.9617999,-75.8013
7/8/2019 15:30,East Branch Brandywine Creek near Downingtown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01480700,87.21,2.48,2040205,111,PA01480700,40.0348,-75.7085
7/8/2019 15:30,Brandywine Creek at Chadds Ford  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01481000,88.03,2.62,2040205,535,PA01481000,39.8698,-75.5933
7/8/2019 15:30,East Branch Big Elk Creek at Forestville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01494850,85.03,4.8,2060002,16.3,PA01494850,39.8223,-75.8969
7/8/2019 15:30,Towanda Creek near Monroeton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01532000,75.06,5.86,2050106,80.3,PA01532000,41.7076,-76.4849
7/8/2019 15:30,Susquehanna River at Meshoppen  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01533400,76.63,9.86,2050106,7080,PA01533400,41.6073,-76.0502
7/8/2019 15:30,Lackawanna River near Forest City  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01534300,78,1.98,2050107,39.6,PA01534300,41.6798,-75.4718
7/8/2019 15:30,Wapwallopen Creek near Wapwallopen  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01538000,95.83,2.64,2050107,311,PA01538000,41.0595,-76.0938
7/8/2019 15:30,Fishing Creek near Bloomsburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01539000,96.57,4.73,2050107,1890,PA01539000,41.0781,-76.4312999
7/8/2019 15:30,Susquehanna River at Danville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01540500,81.51,4.71,2050107,10800,PA01540500,40.9581,-76.6191
7/8/2019 15:30,WB Susquehanna River at Karthaus  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01542500,84.02,3.32,2050201,2350,PA01542500,41.1176,-78.1089
7/8/2019 15:30,West Branch Susquehanna River at Renovo  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01545500,83.52,2.22,2050203,3540,PA01545500,41.3237,-77.75
7/8/2019 15:30,Bald Eagle Creek near Beech Creek Station  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01548005,0,6.99,2050204,575,PA01548005,41.0809,-77.5494
7/8/2019 15:30,Loyalsock Creek at Loyalsockville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01552000,91.71,2.19,2050206,783,PA01552000,41.3251,-76.9125
7/8/2019 15:30,Muncy Creek near Muncy  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01553005,0,10.95,2050206,0,PA01553005,41.2076,-76.7522
7/8/2019 15:30,W Br Susquehanna River at West Milton  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01553240,0,4.11,2050206,0,PA01553240,41.0187,-76.865
7/8/2019 15:30,Chillisquaque Creek at Washingtonville  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01553700,97.56,2.08,2050206,172,PA01553700,41.0618,-76.6802
7/8/2019 15:30,Frankstown Br Juniata River at Williamsburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01556000,95.28,4.38,2050302,613,PA01556000,40.4631,-78.1997
7/8/2019 15:30,Bald Eagle Creek at Tyrone  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01557500,67.63,0.54,2050302,28.2,PA01557500,40.6837,-78.2336
7/8/2019 15:30,Rays Br Juniata R bl Rays Dam nr Huntingdon  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01563200,89.41,5.27,2050303,1200,PA01563200,40.429,-77.9911
7/8/2019 15:30,Aughwick Creek near Shirleysburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01564512,0,4.05,2050304,377,PA01564512,40.2819999,-77.8906
7/8/2019 15:30,Juniata River at Lewistown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01564895,41.72,4.83,2050304,2350,PA01564895,40.5944999,-77.5825
7/8/2019 15:30,Big Spring Creek at Big Spring  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01569460,93.33,1.17,2050305,42.7,PA01569460,40.1295,-77.4072
7/8/2019 15:30,Conodoguinet Creek near Hogestown  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01570000,98.86,6.33,2050305,3660,PA01570000,40.2522,-77.0211
7/8/2019 15:30,Swatara Creek near Pine Grove  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01572025,96.67,6.22,2050305,819,PA01572025,40.5326,-76.4021999
7/8/2019 15:30,Bermudian Creek at Oxford Road nr Heidlersburg  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01573849,86.6,2.6,2050306,44.8,PA01573849,39.9802,-77.1546
7/8/2019 15:30,Susquehanna River at Marietta  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01576000,91.34,37.03,2050306,35400,PA01576000,40.0545,-76.5308
7/8/2019 15:30,Conestoga River at Lancaster  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01576500,90.57,4.35,2050306,710,PA01576500,40.0501,-76.2771999
7/8/2019 15:30,Conestoga River at Conestoga  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01576754,90.08,2.6,2050306,945,PA01576754,39.9465,-76.3677
7/8/2019 15:30,Pequea Creek near Ronks  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01576767,85.71,3.2,2050306,116,PA01576767,40.0092,-76.1622
7/8/2019 15:30,Muddy Creek at Castle Fin  PA,https://waterdata.usgs.gov/pa/nwis/uv?site_no=01577500,67.88,3.56,2050306,126,PA01577500,39.7726,-76.3158
7/8/2019 15:30,NASSAWANGO CREEK NEAR SNOW HILL  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01485500,95.24,3.07,2060009,96.9,MD01485500,38.2289,-75.4714
7/8/2019 15:30,SUSQUEHANNA RIVER AT CONOWINGO  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01578310,87.75,13.9,2050306,46100,MD01578310,39.6579,-76.1744
7/8/2019 15:30,JAMES RUN NEAR BELCAMP  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581649,66.79,3.12,2060003,7.63,MD01581649,39.4921999,-76.2591
7/8/2019 15:30,BEETREE RUN AT BENTLEY SPRINGS  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01581960,86.89,1.12,2060003,22.8,MD01581960,39.6731,-76.6752
7/8/2019 15:30,WESTERN RUN AT WESTERN RUN  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01583500,96.17,2.71,2060003,438,MD01583500,39.5108,-76.6765
7/8/2019 15:30,POND BRANCH AT OREGON RIDGE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01583570,94.33,1.37,2060003,0.408,MD01583570,39.4803,-76.6875
7/8/2019 15:30,LONG QUARTER BRANCH AT LUTHERVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01583800,80,1.65,2060003,18.1,MD01583800,39.4256,-76.5962
7/8/2019 15:30,PATAPSCO RIVER NEAR CATONSVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01589025,88.89,16.64,2060003,4580,MD01589025,39.2513,-76.7638
7/8/2019 15:30,GWYNNS FALLS AT VILLA NOVA  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01589300,98.18,6.09,2060003,1400,MD01589300,39.3459,-76.7332
7/8/2019 15:30,MCMILLAN F NEAR FORT PENDLETON  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01594950,92.53,1.27,2070002,10.5,MD01594950,39.2767,-79.3903
7/8/2019 15:30,TOWN CREEK NEAR OLDTOWN  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01609000,97.44,4.62,2070003,603,MD01609000,39.5531999,-78.555
7/8/2019 15:30,MONOCACY RIVER AT BRIDGEPORT  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01639000,98,5.9,2070009,1430,MD01639000,39.6791,-77.2345
7/8/2019 15:30,MONOCACY RIVER AT JUG BRIDGE NEAR FREDERICK  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01643000,98.89,12.41,2070009,11400,MD01643000,39.4028,-77.3661
7/8/2019 15:30,TENMILE CREEK NEAR BOYDS  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01644390,88.89,3.07,2070008,51.4,MD01644390,39.216,-77.3164
7/8/2019 15:30,NORTHWEST BR ANACOSTIA RIVER NR HYATTSVILLE  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01651000,96.63,2.89,2070010,484,MD01651000,38.9523,-76.9661
7/8/2019 15:30,PISCATAWAY CREEK AT PISCATAWAY  MD,https://waterdata.usgs.gov/md/nwis/uv?site_no=01653600,98.11,8.59,2070010,1630,MD01653600,38.7058,-76.9662
7/8/2019 15:30,Lake Tappan at Old Tappan NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01376950,0,54.83,2030103,0,NJ01376950,41.0183,-74.0010999
7/8/2019 15:30,Passaic River near Millington NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01379000,77.42,4.79,2030103,36.3,NJ01379000,40.68,-74.5288999
7/8/2019 15:30,Green Pond Brook at Picatinny Arsenal NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01379773,75.86,1.55,2030103,7.75,NJ01379773,40.96,-74.5397
7/8/2019 15:30,Green Pond Bk blw Picatinny Lk at Picatinny Ars NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01379780,77.71,2.47,2030103,8.8,NJ01379780,40.9494,-74.5572
7/8/2019 15:30,Rockaway River at Main Street at Boonton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01380450,81.01,1.11,2030103,154,NJ01380450,40.9075,-74.4192
7/8/2019 15:30,Passaic R at Horse Neck Bridge near Pine Bk NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01381940,0,18.07,2030103,0,NJ01381940,40.8822,-74.34
7/8/2019 15:30,Pequannock River at Riverdale NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01382800,79.7,2.22,2030103,45,NJ01382800,40.9986,-74.2981
7/8/2019 15:30,Ramapo River near Mahwah NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01387500,26.13,2.94,2030103,34.1,NJ01387500,41.0981,-74.1628
7/8/2019 15:30,Ramapo River above dam at Pompton Lakes NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01387998,0,10.25,2030103,0,NJ01387998,40.9928,-74.2788999
7/8/2019 15:30,Passaic River at Little Falls NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01389500,81.1,1.61,2030103,574,NJ01389500,40.8847,-74.2261
7/8/2019 15:30,Saddle River at Ridgewood NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01390500,80.96,1,2030103,30,NJ01390500,40.985,-74.0906
7/8/2019 15:30,Hohokus Brook at Ho-Ho-Kus NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01391000,83.56,1.67,2030103,51.7,NJ01391000,40.9978,-74.1119
7/8/2019 15:30,Saddle River at Lodi NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01391500,90.24,2.51,2030103,156,NJ01391500,40.8903,-74.0806
7/8/2019 15:30,Stony Brook at Princeton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01401000,90.15,1.67,2030105,32.2,NJ01401000,40.3331,-74.6819
7/8/2019 15:30,Middle Brook at Bound Brook NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01403200,0,5.84,2030105,0,NJ01403200,40.5608,-74.5489
7/8/2019 15:30,Stony Brook at Watchung NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01403540,72.56,9.74,2030105,3.61,NJ01403540,40.6364,-74.4514
7/8/2019 15:30,Stony Brook at North Plainfield NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01403570,0,1.58,2030105,0,NJ01403570,40.6218999,-74.4361
7/8/2019 15:30,Green Brook at Rock Avenue at Plainfield NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01403600,0,0.97,2030105,0,NJ01403600,40.6019,-74.4575
7/8/2019 15:30,Lawrence Brook at Westons Mills NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01405030,70,15.81,2030105,26.5,NJ01405030,40.4831,-74.4128
7/8/2019 15:30,Shark River near Neptune City NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01407705,68.38,1.36,2030104,6.41,NJ01407705,40.1986,-74.0699999
7/8/2019 15:30,Manasquan River at Squankum NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01408000,83.19,2.76,2040301,52.4,NJ01408000,40.1614,-74.1547
7/8/2019 15:30,Barnegat Bay at Route 37 bridge near Bay Shore NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01408205,0,0.84,2040301,0,NJ01408205,39.9414,-74.0839
7/8/2019 15:30,Oswego River at Harrisville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01410000,82.02,10.43,2040301,83,NJ01410000,39.6639,-74.5234
7/8/2019 15:30,East Branch Paulins Kill near Lafayette NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01443280,88.84,2.5,2040105,23.7,NJ01443280,41.0764,-74.6953
7/8/2019 15:30,Delaware River at Belvidere NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01446500,83.2,5.09,2040105,6260,NJ01446500,40.8264,-75.0825
7/8/2019 15:30,Delaware River at US Route 22 at Phillipsburg NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01446995,0,3.43,2040105,0,NJ01446995,40.6944,-75.2033
7/8/2019 15:30,Pohatcong Crk at Creek Rd nr Carpentersville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01455290,0,3.66,2040105,117,NJ01455290,40.6355,-75.1686
7/8/2019 15:30,Delaware River at Riegelsville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01457500,91.85,4.83,2040105,8810,NJ01457500,40.5947,-75.1897
7/8/2019 15:30,Delaware and Raritan Canal at Port Mercer NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01460440,85.1,54,2040105,157,NJ01460440,40.3044,-74.685
7/8/2019 15:30,Delaware and Raritan Canal at Kingston NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01460500,12.58,47.42,2030105,35,NJ01460500,40.3736,-74.6183
7/8/2019 15:30,Shabakunk C at Sylva Lake Dam at Ewingville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01463740,90,2.87,2040105,13.6,NJ01463740,40.2710999,-74.7733
7/8/2019 15:30,Assunpink Creek below STP near Mercerville NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01463882,0,2.99,2040105,0,NJ01463882,40.2475,-74.7278
7/8/2019 15:30,Southwest Branch Rancocas Creek at Medford NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01465880,80.4,4.68,2040202,77,NJ01465880,39.8953,-74.8236
7/8/2019 15:30,Greenwood Branch at New Lisbon NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01466900,95.45,3.09,2040202,243,NJ01466900,39.9561,-74.6277999
7/8/2019 15:30,North Branch Rancocas Creek at Pemberton NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01467000,95.51,2.2,2040202,413,NJ01467000,39.97,-74.6844
7/8/2019 15:30,Raccoon Creek near Swedesboro NJ,https://waterdata.usgs.gov/nj/nwis/uv?site_no=01477120,83.44,9.32,2040202,41.6,NJ01477120,39.7406,-75.2592
7/8/2019 15:30,HOGUE CREEK NEAR HAYFIELD  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01613900,67.57,0.54,2070004,3.45,VA01613900,39.2145,-78.2881
7/8/2019 15:30,OPEQUON CREEK NEAR BERRYVILLE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01615000,82.57,4.32,2070004,30.8,VA01615000,39.1747,-78.0783
7/8/2019 15:30,N F SHENANDOAH RIVER NEAR STRASBURG  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01634000,82.26,2.58,2070006,443,VA01634000,38.9768,-78.3361
7/8/2019 15:30,CATOCTIN CREEK AT TAYLORSTOWN  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01638480,95.41,4.18,2070008,357,VA01638480,39.2551,-77.5764
7/8/2019 15:30,BROAD RUN NEAR LEESBURG  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01644280,86.29,5.52,2070008,823,VA01644280,39.0464,-77.4324
7/8/2019 15:30,AQUIA CREEK NEAR GARRISONVILLE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01660400,54.62,0.78,2070011,8.07,VA01660400,38.4904,-77.4336
7/8/2019 15:30,PAMUNKEY RIVER NEAR HANOVER  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01673000,81.31,6.47,2080106,731,VA01673000,37.7676,-77.3322
7/8/2019 15:30,POLECAT CREEK AT ROUTE 301 NEAR PENOLA  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=01674182,77.81,2.82,2080105,40.2,VA01674182,37.9602999,-77.3434
7/8/2019 15:30,JACKSON RIVER NEAR BACOVA  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02011400,76.85,3.36,2080201,74.7,VA02011400,38.0423,-79.8814
7/8/2019 15:30,BACK CREEK AT SUNRISE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02011470,71.05,4.3,2080201,29.4,VA02011470,38.1903999,-79.8117
7/8/2019 15:30,BACK CREEK NEAR MOUNTAIN GROVE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02011500,87.45,3.08,2080201,114,VA02011500,38.0696,-79.897
7/8/2019 15:30,JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02011800,16.82,9.04,2080201,254,VA02011800,37.9485,-79.9492
7/8/2019 15:30,DUNLAP CREEK NEAR COVINGTON  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02013000,75.82,1.45,2080201,55,VA02013000,37.8029,-80.047
7/8/2019 15:30,JACKSON RIVER BL DUNLAP CREEK AT COVINGTON  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02013100,65.38,4.93,2080201,371,VA02013100,37.7887,-80.0006
7/8/2019 15:30,POTTS CREEK NEAR COVINGTON  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02014000,59.75,2.32,2080201,58.4,VA02014000,37.729,-80.0423
7/8/2019 15:30,COWPASTURE RIVER NEAR CLIFTON FORGE  VA,https://waterdata.usgs.gov/va/nwis/uv?site_no=02016000,72.32,1.9,2080201,198,VA02016000,37.7918,-79.7595
